     Date     Volume 
 19040227      80348 
 19040229     152186 
 19040301     136615 
 19040302     109804 
 19040303      97333 
 19040304     162111 
 19040305     115323 
 19040307     258685 
 19040308     222506 
 19040309     150657 
 19040310      63346 
 19040311     140620 
 19040312     133590 
 19040314     448287 
 19040315     430747 
 19040316     535383 
 19040317     504750 
 19040318     525423 
 19040319     283565 
 19040321     539389 
 19040322    1020528 
 19040323    1260454 
 19040324     512533 
 19040325     532669 
 19040326      85587 
 19040328     248642 
 19040329     522803 
 19040330     679953 
 19040331     372698 
 19040401     C      
 19040402     105557 
 19040404     537350 
 19040405     540179 
 19040406     569508 
 19040407     645651 
 19040408     444475 
 19040409     145882 
 19040411     463023 
 19040412     414719 
 19040413     353498 
 19040414     310988 
 19040415     244527 
 19040416      82304 
 19040418     230787 
 19040419     374610 
 19040420     325246 
 19040421     293002 
 19040422     248460 
 19040423      67354 
 19040425     248611 
 19040426     168708 
 19040427     133312 
 19040428     150943 
 19040429     159331 
 19040430      60808 
 19040502     230293 
 19040503     237693 
 19040504     186948 
 19040505     155868 
 19040506      99182 
 19040507      34605 
 19040509      95821 
 19040510     112884 
 19040511     222858 
 19040512     367680 
 19040513     284431 
 19040514     147244 
 19040516     412128 
 19040517     246695 
 19040518     149629 
 19040519     153980 
 19040520     121000 
 19040521     137051 
 19040523     260235 
 19040524     205513 
 19040525     176908 
 19040526      85104 
 19040527      92432 
 19040528     C      
 19040530     C      
 19040531     105703 
 19040601     112109 
 19040602     110281 
 19040603     110325 
 19040604      46518 
 19040606     222154 
 19040607     173765 
 19040608     221964 
 19040609     104448 
 19040610     278333 
 19040611     111310 
 19040613     236794 
 19040614     216584 
 19040615     419346 
 19040616     261196 
 19040617     171380 
 19040618      55248 
 19040620     192930 
 19040621     165698 
 19040622     156610 
 19040623     174427 
 19040624     186597 
 19040625      69347 
 19040627     131245 
 19040628      67289 
 19040629      75070 
 19040630      95138 
 19040701     101091 
 19040702     C      
 19040704     C      
 19040705     302878 
 19040706     700912 
 19040707     476680 
 19040708     372128 
 19040709     207198 
 19040711     354919 
 19040712     460042 
 19040713     770443 
 19040714     480265 
 19040715     764394 
 19040716     289619 
 19040718     686145 
 19040719     590277 
 19040720     813751 
 19040721     680641 
 19040722     373152 
 19040723     131022 
 19040725     372054 
 19040726     488268 
 19040727     554686 
 19040728     427902 
 19040729     278106 
 19040730      63656 
 19040801     171698 
 19040802     242309 
 19040803     215660 
 19040804     274643 
 19040805     195306 
 19040806      71450 
 19040808     257601 
 19040809     243391 
 19040810     273875 
 19040811     593538 
 19040812     424027 
 19040813     256715 
 19040815     698728 
 19040816     484539 
 19040817     481718 
 19040818     432203 
 19040819     385141 
 19040820     197854 
 19040822     359595 
 19040823     395228 
 19040824     358931 
 19040825     491579 
 19040826     391896 
 19040827     197174 
 19040829     585716 
 19040830     597257 
 19040831     503746 
 19040901     516508 
 19040902     449844 
 19040903     C      
 19040905     C      
 19040906     770755 
 19040907     799152 
 19040908     855530 
 19040909     824513 
 19040910     520953 
 19040912    1143479 
 19040913     945393 
 19040914     987509 
 19040915    1029178 
 19040916     819837 
 19040917     316358 
 19040919     439475 
 19040920     849663 
 19040921     579483 
 19040922     528560 
 19040923     462325 
 19040924     258108 
 19040926     673680 
 19040927     639427 
 19040928     734803 
 19040929     761529 
 19040930     732883 
 19041001     380489 
 19041003     888885 
 19041004    1252644 
 19041005    1196151 
 19041006     874532 
 19041007     671846 
 19041008     248876 
 19041010     689610 
 19041011     770160 
 19041012     775321 
 19041013     600119 
 19041014    1332400 
 19041015     816996 
 19041017    1598861 
 19041018    1263580 
 19041019    1570583 
 19041020    1225274 
 19041021    1712654 
 19041022     780024 
 19041024    1650034 
 19041025    1839536 
 19041026    1639240 
 19041027    1607925 
 19041028    1156643 
 19041029     893450 
 19041031    1286247 
 19041101    1130155 
 19041102     949774 
 19041103     910982 
 19041104    1000623 
 19041105     362329 
 19041107    1042388 
 19041108     C      
 19041109    2183373 
 19041110    1455137 
 19041111    1547634 
 19041112     695525 
 19041114    1261742 
 19041115    1355108 
 19041116    1077299 
 19041117    1112897 
 19041118    1259350 
 19041119     448420 
 19041121     902745 
 19041122    1137394 
 19041123     938897 
 19041124     C      
 19041125    1111976 
 19041126     725817 
 19041128    1370375 
 19041129    1281570 
 19041130    1315763 
 19041201    1041175 
 19041202     901871 
 19041203     697967 
