MBS DATA,,,,,,,,,,
Trade date,Contractual settlement date,Trade amount,Agency,Coupon,Term,CUSIP,Transaction category,Price,Primary dealer,Investment manager
Jan 14 2009,Mar 18 2009,250.0,GNMA,4.5,30 YR,01N04263,Purchase,101.91,Deutsche Bank Securities Inc.,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.88,Deutsche Bank Securities Inc.,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.90,Deutsche Bank Securities Inc.,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.91,Deutsche Bank Securities Inc.,Goldman Sachs Asset Management
Jan 14 2009,Apr 13 2009,250.0,FNMA,4.0,30 YR,01F04064,Purchase,100.28,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,208.5,FNMA,6.0,30 YR,01F06062,Purchase,103.96,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,222.1,FNMA,6.0,30 YR,01F06062,Purchase,103.82,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,250.0,FHLMC,4.5,30 YR,02R04262,Purchase,102.21,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 14 2009,Feb 12 2009,225.4,FHLMC,6.0,30 YR,02R06062,Purchase,104.05,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 14 2009,Mar 17 2009,100.0,FNMA,4.0,15 YR,01F04043,Purchase,101.45,UBS Securities LLC,Goldman Sachs Asset Management
Jan 15 2009,Mar 12 2009,200.0,FNMA,4.0,30 YR,01F04063,Purchase,100.40,Barclays Capital Inc.,BlackRock
Jan 15 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.83,Barclays Capital Inc.,BlackRock
Jan 15 2009,Feb 12 2009,100.2,FHLMC,5.0,30 YR,3128K8ZL,Purchase,102.95,Barclays Capital Inc.,BlackRock
Jan 15 2009,Mar 12 2009,300.0,FNMA,4.5,30 YR,01F04263,Purchase,101.70,Citigroup Global Markets Inc.,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FNMA,5.5,30 YR,01F05262,Purchase,103.27,Citigroup Global Markets Inc.,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FNMA,5.5,30 YR,01F05262,Purchase,103.37,Citigroup Global Markets Inc.,BlackRock
Jan 15 2009,Feb 12 2009,350.0,FNMA,5.5,30 YR,01F05262,Purchase,103.22,Citigroup Global Markets Inc.,BlackRock
Jan 15 2009,Mar 12 2009,50.0,FHLMC,4.0,30 YR,02R04063,Purchase,100.61,Cantor Fitzgerald & Co.,BlackRock
Jan 15 2009,Feb 18 2009,150.0,FNMA,4.5,15 YR,01F04242,Purchase,102.55,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Mar 12 2009,300.0,FNMA,4.5,30 YR,01F04263,Purchase,101.68,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Mar 12 2009,300.0,FNMA,4.5,30 YR,01F04263,Purchase,101.75,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Feb 12 2009,100.0,FNMA,5.0,30 YR,01F05062,Purchase,102.92,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FNMA,5.0,30 YR,01F05062,Purchase,102.92,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Feb 12 2009,300.0,FNMA,5.0,30 YR,01F05062,Purchase,102.91,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Feb 12 2009,39.6,FNMA,5.5,30 YR,31416BVF,Purchase,103.50,Credit Suisse Securities (USA) LLC,BlackRock
Jan 15 2009,Feb 12 2009,300.0,FNMA,4.5,30 YR,01F04262,Purchase,102.03,Deutsche Bank Securities Inc.,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FNMA,6.0,30 YR,01F06062,Purchase,103.75,Deutsche Bank Securities Inc.,BlackRock
Jan 15 2009,Feb 12 2009,300.0,FNMA,4.5,30 YR,01F04262,Purchase,102.01,J.P. Morgan Securities LLC,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FNMA,5.0,30 YR,01F05062,Purchase,102.93,J.P. Morgan Securities LLC,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FHLMC,4.5,30 YR,02R04262,Purchase,101.95,J.P. Morgan Securities LLC,BlackRock
Jan 15 2009,Feb 18 2009,100.0,FNMA,4.5,15 YR,01F04242,Purchase,102.52,Morgan Stanley & Co. Incorporated,BlackRock
Jan 15 2009,Feb 12 2009,150.0,FNMA,5.5,30 YR,01F05262,Purchase,103.25,Morgan Stanley & Co. Incorporated,BlackRock
Jan 15 2009,Feb 12 2009,300.0,FNMA,5.5,30 YR,01F05262,Purchase,103.26,Morgan Stanley & Co. Incorporated,BlackRock
Jan 15 2009,Feb 12 2009,200.0,FHLMC,4.5,30 YR,02R04262,Purchase,102.13,UBS Securities LLC,BlackRock
Jan 16 2009,Jan 21 2009,200.0,GNMA,6.0,30 YR,01N06061,Purchase,103.94,Barclays Capital Inc.,PIMCO
Jan 16 2009,Feb 12 2009,473.9,FNMA,5.5,30 YR,31402C4G,Purchase,103.50,Barclays Capital Inc.,PIMCO
Jan 16 2009,Feb 12 2009,500.0,FNMA,5.5,30 YR,01F05262,Purchase,103.09,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 16 2009,Feb 12 2009,500.0,FNMA,5.5,30 YR,01F05262,Purchase,103.17,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 16 2009,Mar 18 2009,300.0,GNMA,4.5,30 YR,01N04263,Purchase,101.45,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 16 2009,Feb 12 2009,500.0,FNMA,5.5,30 YR,01F05262,Purchase,103.11,Citigroup Global Markets Inc.,PIMCO
Jan 16 2009,Feb 12 2009,250.0,FNMA,6.0,30 YR,01F06062,Purchase,103.69,Citigroup Global Markets Inc.,PIMCO
Jan 16 2009,Apr 16 2009,100.0,FNMA,4.0,15 YR,01F04044,Purchase,100.77,Credit Suisse Securities (USA) LLC,PIMCO
Jan 16 2009,Jan 27 2009,401.1,FNMA,5.5,30 YR,01F05261,Purchase,103.63,Credit Suisse Securities (USA) LLC,PIMCO
Jan 16 2009,Mar 12 2009,300.0,FHLMC,4.5,30 YR,02R04263,Purchase,101.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 16 2009,Feb 12 2009,250.0,FNMA,6.0,30 YR,01F06062,Purchase,103.67,Deutsche Bank Securities Inc.,PIMCO
Jan 16 2009,Jan 22 2009,600.0,FNMA,5.5,30 YR,01F05261,Purchase,103.74,J.P. Morgan Securities LLC,PIMCO
Jan 16 2009,Feb 12 2009,300.0,FNMA,5.5,30 YR,01F05262,Purchase,103.18,J.P. Morgan Securities LLC,PIMCO
Jan 16 2009,Mar 18 2009,300.0,GNMA,4.5,30 YR,01N04263,Purchase,101.44,J.P. Morgan Securities LLC,PIMCO
Jan 20 2009,Apr 20 2009,100.0,GNMA,4.0,30 YR,01N04064,Purchase,99.38,Barclays Capital Inc.,Goldman Sachs Asset Management
Jan 20 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,100.64,Barclays Capital Inc.,Goldman Sachs Asset Management
Jan 20 2009,Feb 18 2009,100.0,FHLMC,5.0,15 YR,02R05042,Purchase,102.65,Barclays Capital Inc.,Goldman Sachs Asset Management
Jan 20 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.35,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Goldman Sachs Asset Management
Jan 20 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.37,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Goldman Sachs Asset Management
Jan 20 2009,Feb 18 2009,50.0,FHLMC,5.5,15 YR,02R05242,Purchase,103.27,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Goldman Sachs Asset Management
Jan 20 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.72,Citigroup Global Markets Inc.,Goldman Sachs Asset Management
Jan 20 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,100.67,Credit Suisse Securities (USA) LLC,Goldman Sachs Asset Management
Jan 20 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.72,Credit Suisse Securities (USA) LLC,Goldman Sachs Asset Management
Jan 20 2009,Feb 12 2009,250.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.34,Deutsche Bank Securities Inc.,Goldman Sachs Asset Management
Jan 20 2009,Feb 12 2009,52.0,FNMA,5.5,30 YR,01F05262,Purchase,103.17,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 20 2009,Feb 12 2009,406.0,FNMA,5.5,30 YR,01F05262,Purchase,103.09,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 20 2009,Apr 13 2009,250.0,FHLMC,4.5,30 YR,02R04264,Purchase,100.70,J.P. Morgan Securities LLC,Goldman Sachs Asset Management
Jan 20 2009,Feb 18 2009,100.0,FHLMC,4.5,15 YR,02R04242,Purchase,102.15,Morgan Stanley & Co. Incorporated,Goldman Sachs Asset Management
Jan 20 2009,Feb 18 2009,50.0,FHLMC,5.5,15 YR,02R05242,Purchase,103.28,Morgan Stanley & Co. Incorporated,Goldman Sachs Asset Management
Jan 20 2009,Apr 20 2009,250.0,GNMA,4.5,30 YR,01N04264,Purchase,100.68,RBS Securities Inc.,Goldman Sachs Asset Management
Jan 21 2009,Mar 17 2009,150.0,FNMA,4.5,15 YR,01F04243,Purchase,101.63,Barclays Capital Inc.,BlackRock
Jan 21 2009,Apr 20 2009,200.0,GNMA,4.5,30 YR,01N04264,Purchase,100.58,Barclays Capital Inc.,BlackRock
Jan 21 2009,Feb 12 2009,75.4,FNMA,5.5,30 YR,31416BL6,Purchase,103.07,Barclays Capital Inc.,BlackRock
Jan 21 2009,Feb 18 2009,100.0,FNMA,4.5,15 YR,01F04242,Purchase,102.04,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,5.0,30 YR,01F05062,Purchase,102.23,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.5,30 YR,02R05262,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.5,30 YR,02R05262,Purchase,102.81,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",BlackRock
Jan 21 2009,Mar 12 2009,350.0,FNMA,4.0,30 YR,01F04063,Purchase,99.31,Citigroup Global Markets Inc.,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,5.0,30 YR,01F05062,Purchase,102.13,Citigroup Global Markets Inc.,BlackRock
Jan 21 2009,Mar 12 2009,200.0,FHLMC,4.5,30 YR,02R04263,Purchase,100.66,Citigroup Global Markets Inc.,BlackRock
Jan 21 2009,Feb 12 2009,84.9,FNMA,5.5,30 YR,31416BKN,Purchase,103.08,Citigroup Global Markets Inc.,BlackRock
Jan 21 2009,Mar 12 2009,200.0,FHLMC,4.0,30 YR,02R04063,Purchase,99.23,Credit Suisse Securities (USA) LLC,BlackRock
Jan 21 2009,Mar 12 2009,200.0,FHLMC,4.5,30 YR,02R04263,Purchase,100.97,Credit Suisse Securities (USA) LLC,BlackRock
Jan 21 2009,Mar 12 2009,350.0,FHLMC,4.5,30 YR,02R04263,Purchase,100.62,Credit Suisse Securities (USA) LLC,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.16,Credit Suisse Securities (USA) LLC,BlackRock
Jan 21 2009,Mar 12 2009,150.0,FNMA,4.0,30 YR,01F04063,Purchase,99.31,Deutsche Bank Securities Inc.,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,5.5,30 YR,01F05262,Purchase,102.80,Deutsche Bank Securities Inc.,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,6.0,30 YR,01F06062,Purchase,103.39,Deutsche Bank Securities Inc.,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.20,Deutsche Bank Securities Inc.,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.0,30 YR,02R05062,Purchase,102.21,Deutsche Bank Securities Inc.,BlackRock
Jan 21 2009,Feb 12 2009,350.0,FNMA,5.0,30 YR,01F05062,Purchase,102.20,J.P. Morgan Securities LLC,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,5.5,30 YR,01F05262,Purchase,102.76,J.P. Morgan Securities LLC,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,5.5,30 YR,01F05262,Purchase,102.86,J.P. Morgan Securities LLC,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.5,30 YR,02R05262,Purchase,102.79,J.P. Morgan Securities LLC,BlackRock
Jan 21 2009,Feb 18 2009,100.0,FNMA,4.5,15 YR,01F04242,Purchase,101.98,Morgan Stanley & Co. Incorporated,BlackRock
Jan 21 2009,Mar 12 2009,350.0,FNMA,4.5,30 YR,01F04263,Purchase,100.73,Morgan Stanley & Co. Incorporated,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FNMA,5.0,30 YR,01F05062,Purchase,102.34,Morgan Stanley & Co. Incorporated,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.5,30 YR,02R05262,Purchase,102.73,Morgan Stanley & Co. Incorporated,BlackRock
Jan 21 2009,Feb 12 2009,200.0,FHLMC,5.5,30 YR,02R05262,Purchase,102.73,RBS Securities Inc.,BlackRock
Jan 21 2009,Feb 12 2009,75.4,FNMA,5.5,30 YR,31416BL6,Purchase,103.04,UBS Securities LLC,BlackRock
Jan 22 2009,Feb 12 2009,100.0,FNMA,5.5,30 YR,01F05262,Purchase,102.81,Barclays Capital Inc.,PIMCO
Jan 22 2009,Feb 12 2009,450.0,FNMA,5.0,30 YR,01F05062,Purchase,102.11,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.8,FHLMC,5.5,30 YR,3128K5WY,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,6.9,FHLMC,5.5,30 YR,3128LXH7,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.5,FHLMC,5.5,30 YR,3128LXJN,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.1,FHLMC,5.5,30 YR,3128M47B,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,44.2,FHLMC,5.5,30 YR,3128M4BY,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.2,FHLMC,5.5,30 YR,3128MJBE,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.0,FHLMC,5.5,30 YR,3128MJBW,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FHLMC,5.5,30 YR,3128MJDE,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,6.0,FHLMC,5.5,30 YR,312930GE,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,3.6,FHLMC,5.5,30 YR,31297L4R,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.9,FHLMC,5.5,30 YR,31297L7M,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,8.8,FHLMC,5.5,30 YR,31297LSM,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,4.0,FHLMC,5.5,30 YR,31297MUQ,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.5,FHLMC,5.5,30 YR,31297NQB,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.6,FHLMC,5.5,30 YR,31297QNT,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,5.3,FHLMC,5.5,30 YR,31297QRJ,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,2.3,FHLMC,5.5,30 YR,31297QRV,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,3.7,FHLMC,5.5,30 YR,31297QSQ,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.9,FHLMC,5.5,30 YR,31297RAN,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,7.8,FHLMC,5.5,30 YR,31297RRT,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.2,FHLMC,5.5,30 YR,31297V3L,Purchase,102.77,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,3.0,FNMA,5.5,30 YR,31371L4Q,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.7,FNMA,5.5,30 YR,31371L6G,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,4.1,FNMA,5.5,30 YR,31371MMG,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,5.5,FNMA,5.5,30 YR,31376KL5,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31376KMJ,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.4,FNMA,5.5,30 YR,31402RR9,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,2.9,FNMA,5.5,30 YR,31403CXQ,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.7,FNMA,5.5,30 YR,31403CY7,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,2.9,FNMA,5.5,30 YR,31403DDX,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31405AHF,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31406EDM,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,4.4,FNMA,5.5,30 YR,31406EV4,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,3.7,FNMA,5.5,30 YR,31406GYX,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.0,FNMA,5.5,30 YR,31406J2L,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,3.0,FNMA,5.5,30 YR,31406LYC,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.6,FNMA,5.5,30 YR,31406M4Z,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31406NYG,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.2,FNMA,5.5,30 YR,31406XR6,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.7,FNMA,5.5,30 YR,31406XTH,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.5,FNMA,5.5,30 YR,31407AW2,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31407CRE,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,10.0,FNMA,5.5,30 YR,31407EJQ,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,20.5,FNMA,5.5,30 YR,31407FLC,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31407K4B,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.5,FNMA,5.5,30 YR,31407NYK,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.4,FNMA,5.5,30 YR,31407SEG,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.3,FNMA,5.5,30 YR,31407SPQ,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.6,FNMA,5.5,30 YR,31407UAL,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.1,FNMA,5.5,30 YR,31407XNC,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,0.0,FNMA,5.5,30 YR,31407YXT,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,2.4,FNMA,5.5,30 YR,31408BQL,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.7,FNMA,5.5,30 YR,31410F2H,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,1.3,FNMA,5.5,30 YR,31410FYE,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,2.6,FNMA,5.5,30 YR,31410GRN,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,6.7,FNMA,5.5,30 YR,31410GZC,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,8.5,FNMA,5.5,30 YR,31410KHL,Purchase,102.83,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 19 2009,250.7,GNMA,5.5,30 YR,36241KVC,Purchase,102.88,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",PIMCO
Jan 22 2009,Feb 12 2009,100.0,FNMA,5.5,30 YR,01F05262,Purchase,102.83,BNP Paribas Securities Corp.,PIMCO
Jan 22 2009,Feb 12 2009,100.0,FNMA,6.5,30 YR,01F06262,Purchase,104.22,BNP Paribas Securities Corp.,PIMCO
Jan 22 2009,Feb 12 2009,500.0,FNMA,5.5,30 YR,01F05262,Purchase,102.61,Citigroup Global Markets Inc.,PIMCO
Jan 22 2009,Feb 19 2009,350.0,GNMA,5.5,30 YR,01N05262,Purchase,102.77,Citigroup Global Markets Inc.,PIMCO
Jan 22 2009,Feb 12 2009,250.0,FNMA,5.5,30 YR,01F05262,Purchase,102.66,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Feb 12 2009,350.0,FHLMC,5.5,30 YR,02R05262,Purchase,102.59,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,4.2,FNMA,5.5,30 YR,31371KWH,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,2.9,FNMA,5.5,30 YR,31371L2M,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,1.5,FNMA,5.5,30 YR,31371L4Q,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.0,FNMA,5.5,30 YR,31371LJS,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.0,FNMA,5.5,30 YR,31371MAF,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.0,FNMA,5.5,30 YR,31371MAF,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.0,FNMA,5.5,30 YR,31371MGG,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,2.3,FNMA,5.5,30 YR,31376KL5,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.1,FNMA,5.5,30 YR,31376KNN,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.0,FNMA,5.5,30 YR,31391DGM,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.6,FNMA,5.5,30 YR,31391XRR,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,1.4,FNMA,5.5,30 YR,31402C4H,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,3.9,FNMA,5.5,30 YR,31402CVN,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.0,FNMA,5.5,30 YR,31402CVQ,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,0.4,FNMA,5.5,30 YR,31402DDT,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
Jan 22 2009,Jan 27 2009,11.4,FNMA,5.5,30 YR,31402QYV,Purchase,103.22,Credit Suisse Securities (USA) LLC,PIMCO
