MBS DATA,,,,,,,,,,
Trade date,Contractual settlement date,Trade amount,Agency,Coupon,Term,CUSIP,Transaction category,Price,Primary dealer,Investment manager
Sep 11 2009,Sep 15 2009,1900.0,FNMA,5.0,30 YR,01F05069,Sale,103.19,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 11 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.97,RBS Securities Inc.,Wellington Management Company
Sep 11 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.45,RBS Securities Inc.,Wellington Management Company
Sep 11 2009,Oct 14 2009,500.0,FNMA,5.0,30 YR,01F0506A,Purchase,102.84,RBS Securities Inc.,Wellington Management Company
Sep 11 2009,Sep 15 2009,500.0,FNMA,5.0,30 YR,01F05069,Sale,103.25,RBS Securities Inc.,Wellington Management Company
Sep 11 2009,Oct 19 2009,150.0,FNMA,4.5,15 YR,01F0424A,Purchase,103.00,UBS Securities LLC,Wellington Management Company
Sep 11 2009,Nov 12 2009,150.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.45,UBS Securities LLC,Wellington Management Company
Sep 11 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.91,UBS Securities LLC,Wellington Management Company
Sep 11 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,UBS Securities LLC,Wellington Management Company
Sep 11 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.48,UBS Securities LLC,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.82,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.73,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.34,BNP Paribas Securities Corp.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.86,Citigroup Global Markets Inc.,Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.73,Citigroup Global Markets Inc.,Wellington Management Company
Sep 14 2009,Oct 19 2009,70.0,FHLMC,5.0,15 YR,02R0504A,Purchase,104.27,Citigroup Global Markets Inc.,Wellington Management Company
Sep 14 2009,Sep 17 2009,70.0,FHLMC,5.0,15 YR,02R05049,Sale,104.72,Citigroup Global Markets Inc.,Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,5.0,30 YR,01N0506A,Purchase,102.79,Cantor Fitzgerald & Co.,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.80,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.82,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.89,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.67,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.35,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.27,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.35,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.38,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.43,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 14 2009,Oct 14 2009,150.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.62,"Goldman, Sachs & Co.",Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.86,"Goldman, Sachs & Co.",Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.73,"Goldman, Sachs & Co.",Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,5.0,30 YR,01N0506A,Purchase,102.81,"Goldman, Sachs & Co.",Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.33,"Goldman, Sachs & Co.",Wellington Management Company
Sep 14 2009,Oct 14 2009,150.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.73,J.P. Morgan Securities LLC,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,J.P. Morgan Securities LLC,Wellington Management Company
Sep 14 2009,Oct 14 2009,200.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.71,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 14 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 14 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.73,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.89,RBS Securities Inc.,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.36,UBS Securities LLC,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.44,UBS Securities LLC,Wellington Management Company
Sep 14 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.38,UBS Securities LLC,Wellington Management Company
Sep 15 2009,Oct 19 2009,125.0,FNMA,4.0,15 YR,01F0404A,Purchase,100.88,Barclays Capital Inc.,Wellington Management Company
Sep 15 2009,Oct 19 2009,150.0,FNMA,4.0,15 YR,01F0404A,Purchase,100.88,Barclays Capital Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.79,Citigroup Global Markets Inc.,Wellington Management Company
Sep 15 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.59,Citigroup Global Markets Inc.,Wellington Management Company
Sep 15 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.30,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.32,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.73,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Nov 12 2009,225.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.80,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Oct 19 2009,150.0,FHLMC,4.0,15 YR,02R0404A,Purchase,100.92,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Oct 21 2009,350.0,GNMA,5.5,30 YR,01N0526A,Purchase,104.38,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Sep 21 2009,350.0,GNMA,5.5,30 YR,01N05269,Sale,104.77,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 15 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.34,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,150.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.25,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.73,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.78,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,225.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.79,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.67,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.23,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 15 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.77,"Goldman, Sachs & Co.",Wellington Management Company
Sep 15 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.65,"Goldman, Sachs & Co.",Wellington Management Company
Sep 15 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.40,J.P. Morgan Securities LLC,Wellington Management Company
Sep 15 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.73,J.P. Morgan Securities LLC,Wellington Management Company
Sep 15 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.80,J.P. Morgan Securities LLC,Wellington Management Company
Sep 15 2009,Oct 21 2009,150.0,GNMA,4.5,30 YR,01N0426A,Purchase,100.63,J.P. Morgan Securities LLC,Wellington Management Company
Sep 15 2009,Oct 19 2009,125.0,FNMA,4.0,15 YR,01F0404A,Purchase,100.85,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 15 2009,Oct 21 2009,150.0,GNMA,5.0,30 YR,01N0506A,Purchase,102.82,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 15 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.32,UBS Securities LLC,Wellington Management Company
Sep 15 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.41,UBS Securities LLC,Wellington Management Company
Sep 15 2009,Nov 12 2009,125.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.77,UBS Securities LLC,Wellington Management Company
Sep 15 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.74,UBS Securities LLC,Wellington Management Company
Sep 15 2009,Oct 19 2009,100.0,FHLMC,4.0,15 YR,02R0404A,Purchase,100.78,UBS Securities LLC,Wellington Management Company
Sep 16 2009,Oct 14 2009,250.0,FNMA,5.0,30 YR,01F0506A,Purchase,102.81,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 16 2009,Oct 14 2009,500.0,FNMA,5.0,30 YR,01F0506A,Purchase,102.81,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 16 2009,Oct 14 2009,1000.0,FNMA,5.0,30 YR,01F0506A,Purchase,102.80,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 16 2009,Sep 18 2009,250.0,FNMA,5.0,30 YR,01F05069,Sale,103.18,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 16 2009,Sep 18 2009,500.0,FNMA,5.0,30 YR,01F05069,Sale,103.17,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 16 2009,Sep 18 2009,1000.0,FNMA,5.0,30 YR,01F05069,Sale,103.15,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 16 2009,Oct 14 2009,100.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.47,BNP Paribas Securities Corp.,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.75,Citigroup Global Markets Inc.,Wellington Management Company
Sep 16 2009,Oct 14 2009,600.0,FNMA,5.0,30 YR,01F0506A,Purchase,102.81,Citigroup Global Markets Inc.,Wellington Management Company
Sep 16 2009,Sep 18 2009,600.0,FNMA,5.0,30 YR,01F05069,Sale,103.17,Citigroup Global Markets Inc.,Wellington Management Company
Sep 16 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.83,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.85,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.88,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.76,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.83,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.25,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.32,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.34,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Oct 14 2009,600.0,FNMA,5.0,30 YR,01F0506A,Purchase,102.81,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Sep 18 2009,600.0,FNMA,5.0,30 YR,01F05069,Sale,103.17,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 16 2009,Oct 14 2009,150.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.42,"Goldman, Sachs & Co.",Wellington Management Company
Sep 16 2009,Oct 14 2009,150.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.46,"Goldman, Sachs & Co.",Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.88,"Goldman, Sachs & Co.",Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.81,J.P. Morgan Securities LLC,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.90,J.P. Morgan Securities LLC,Wellington Management Company
Sep 16 2009,Oct 14 2009,100.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.46,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 16 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.82,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.83,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 16 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.84,UBS Securities LLC,Wellington Management Company
Sep 17 2009,Oct 19 2009,100.0,FNMA,4.0,15 YR,01F0404A,Purchase,101.26,"Merrill Lynch, Pierce, Fenner & Smith Incorporated",Wellington Management Company
Sep 17 2009,Oct 19 2009,100.0,FNMA,4.0,15 YR,01F0404A,Purchase,101.23,Citigroup Global Markets Inc.,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.35,Citigroup Global Markets Inc.,Wellington Management Company
Sep 17 2009,Oct 19 2009,100.0,FNMA,4.0,15 YR,01F0404A,Purchase,101.26,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.92,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.00,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 17 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.66,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 17 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.90,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 17 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.01,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 17 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.04,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.33,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 17 2009,Oct 19 2009,100.0,FNMA,4.0,15 YR,01F0404A,Purchase,101.28,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.63,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.92,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.07,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.82,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,"Goldman, Sachs & Co.",Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.91,J.P. Morgan Securities LLC,Wellington Management Company
Sep 17 2009,Oct 19 2009,150.0,FNMA,4.0,15 YR,01F0404A,Purchase,101.26,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.92,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.00,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 17 2009,Oct 19 2009,100.0,FNMA,4.0,15 YR,01F0404A,Purchase,100.95,UBS Securities LLC,Wellington Management Company
Sep 17 2009,Oct 19 2009,100.0,FNMA,4.0,15 YR,01F0404A,Purchase,101.23,UBS Securities LLC,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.93,UBS Securities LLC,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,UBS Securities LLC,Wellington Management Company
Sep 17 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,UBS Securities LLC,Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.91,Barclays Capital Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,Barclays Capital Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.88,Barclays Capital Inc.,Wellington Management Company
Sep 18 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.51,Citigroup Global Markets Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.98,Citigroup Global Markets Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.98,Cantor Fitzgerald & Co.,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.92,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 18 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.51,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.03,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.97,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.98,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.58,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 18 2009,Nov 12 2009,175.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.46,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 18 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.70,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.74,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,125.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.89,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.91,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.01,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.00,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.01,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.03,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.88,"Goldman, Sachs & Co.",Wellington Management Company
Sep 18 2009,Nov 12 2009,175.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.02,J.P. Morgan Securities LLC,Wellington Management Company
Sep 18 2009,Nov 12 2009,500.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.56,J.P. Morgan Securities LLC,Wellington Management Company
Sep 18 2009,Oct 14 2009,500.0,FNMA,5.0,30 YR,01F0506A,Sale,102.95,J.P. Morgan Securities LLC,Wellington Management Company
Sep 18 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.74,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 18 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.95,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.88,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.90,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 18 2009,Nov 12 2009,1000.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.58,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 18 2009,Oct 14 2009,1000.0,FNMA,5.0,30 YR,01F0506A,Sale,102.96,Morgan Stanley & Co. Incorporated,Wellington Management Company
Sep 18 2009,Nov 12 2009,1000.0,FNMA,5.0,30 YR,01F0506B,Purchase,102.56,RBS Securities Inc.,Wellington Management Company
Sep 18 2009,Oct 14 2009,1000.0,FNMA,5.0,30 YR,01F0506A,Sale,102.95,RBS Securities Inc.,Wellington Management Company
Sep 18 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.77,UBS Securities LLC,Wellington Management Company
Sep 18 2009,Nov 12 2009,125.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.93,UBS Securities LLC,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.90,UBS Securities LLC,Wellington Management Company
Sep 18 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.94,UBS Securities LLC,Wellington Management Company
Sep 21 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.98,Citigroup Global Markets Inc.,Wellington Management Company
Sep 21 2009,Nov 12 2009,150.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.98,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 21 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.89,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 21 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.98,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 21 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.00,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 21 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.01,Credit Suisse Securities (USA) LLC,Wellington Management Company
Sep 21 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.73,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 21 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,103.91,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 21 2009,Nov 12 2009,200.0,FNMA,5.5,30 YR,01F0526B,Purchase,104.00,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 21 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.46,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 21 2009,Nov 12 2009,150.0,FHLMC,5.0,30 YR,02R0506B,Purchase,102.47,Deutsche Bank Securities Inc.,Wellington Management Company
Sep 21 2009,Oct 14 2009,125.0,FNMA,4.5,30 YR,01F0426A,Purchase,100.50,"Goldman, Sachs & Co.",Wellington Management Company
