Date,Close
6/11/2018,2782
6/12/2018,2786.850098
6/13/2018,2775.629883
6/14/2018,2782.48999
6/15/2018,2779.659912
6/18/2018,2773.75
6/19/2018,2762.590088
6/20/2018,2767.320068
6/21/2018,2749.76001
6/22/2018,2754.879883
6/25/2018,2717.070068
6/26/2018,2723.060059
6/27/2018,2699.629883
6/28/2018,2716.310059
6/29/2018,2718.370117
7/2/2018,2726.709961
7/3/2018,2713.219971
7/5/2018,2736.610107
7/6/2018,2759.820068
7/9/2018,2784.169922
7/10/2018,2793.840088
7/11/2018,2774.02002
7/12/2018,2798.290039
7/13/2018,2801.310059
7/16/2018,2798.429932
7/17/2018,2809.550049
7/18/2018,2815.620117
7/19/2018,2804.48999
7/20/2018,2801.830078
7/23/2018,2806.97998
7/24/2018,2820.399902
7/25/2018,2846.070068
7/26/2018,2837.439941
7/27/2018,2818.820068
7/30/2018,2802.600098
7/31/2018,2816.290039
8/1/2018,2813.360107
8/2/2018,2827.219971
8/3/2018,2840.350098
8/6/2018,2850.399902
8/7/2018,2858.449951
8/8/2018,2857.699951
8/9/2018,2853.580078
8/10/2018,2833.280029
8/13/2018,2821.929932
8/14/2018,2839.959961
8/15/2018,2818.370117
8/16/2018,2840.689941
8/17/2018,2850.129883
8/20/2018,2857.050049
8/21/2018,2862.959961
8/22/2018,2861.820068
8/23/2018,2856.97998
8/24/2018,2874.689941
8/27/2018,2896.73999
8/28/2018,2897.52002
8/29/2018,2914.040039
8/30/2018,2901.129883
8/31/2018,2901.52002
9/4/2018,2896.719971
9/5/2018,2888.600098
9/6/2018,2878.050049
9/7/2018,2871.679932
9/10/2018,2877.129883
9/11/2018,2887.889893
9/12/2018,2888.919922
9/13/2018,2904.179932
9/14/2018,2904.97998
9/17/2018,2888.800049
9/18/2018,2904.310059
9/19/2018,2907.949951
9/20/2018,2930.75
9/21/2018,2929.669922
9/24/2018,2919.370117
9/25/2018,2915.560059
9/26/2018,2905.969971
9/27/2018,2914
9/28/2018,2913.97998
10/1/2018,2924.590088
10/2/2018,2923.429932
10/3/2018,2925.51001
10/4/2018,2901.610107
10/5/2018,2885.570068
10/8/2018,2884.429932
10/9/2018,2880.340088
10/10/2018,2785.679932
10/11/2018,2728.370117
10/12/2018,2767.129883
10/15/2018,2750.790039
10/16/2018,2809.919922
10/17/2018,2809.209961
10/18/2018,2768.780029
10/19/2018,2767.780029
10/22/2018,2755.879883
10/23/2018,2740.689941
10/24/2018,2656.100098
10/25/2018,2705.570068
10/26/2018,2658.689941
10/29/2018,2641.25
10/30/2018,2682.629883
10/31/2018,2711.73999
11/1/2018,2740.370117
11/2/2018,2723.060059
11/5/2018,2738.310059
11/6/2018,2755.449951
11/7/2018,2813.889893
11/8/2018,2806.830078
11/9/2018,2781.01001
11/12/2018,2726.219971
11/13/2018,2722.179932
11/14/2018,2701.580078
11/15/2018,2730.199951
11/16/2018,2736.27002
11/19/2018,2690.72998
11/20/2018,2641.889893
11/21/2018,2649.929932
11/23/2018,2632.560059
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
