                        
                  Stock 
       Date      Volume 
   19510730     1601550 
   19510731     1550280 
   19510801     1678616 
   19510802     2133100 
   19510803     1574500 
   19510806     1600810 
   19510807     1813180 
   19510808     1413830 
   19510809     1497240 
   19510810     1255050 
   19510813     1322980 
   19510814     1184136 
   19510815     1337680 
   19510816     1750750 
   19510817     1619462 
   19510820     1130770 
   19510821     1402987 
   19510822     1129480 
   19510823     1232580 
   19510824     1207600 
   19510827     1078779 
   19510828     1274170 
   19510829     1520423 
   19510830     1952290 
   19510831     1531210 
   19510904     1519490 
   19510905     1854824 
   19510906     2151570 
   19510907     1926710 
   19510910     2194500 
   19510911     2037930 
   19510912     2178370 
   19510913     2348310 
   19510914     2169820 
   19510917     1799900 
   19510918     2031050 
   19510919     2065490 
   19510920     2102500 
   19510921     2180840 
   19510924     1634800 
   19510925     1742500 
   19510926     1524760 
   19510927     1541780 
   19510928     1389760 
   19511001     1334390 
   19511002     1871220 
   19511003     2378980 
   19511004     1809315 
   19511005     2079860 
   19511006      757040 
   19511008     1860950 
   19511009     1752470 
   19511010     1321165 
   19511011     1764650 
   19511013      745950 
   19511015     1715280 
   19511016     1727190 
   19511017     1460580 
   19511018     1447390 
   19511019     1992900 
   19511020     1021580 
   19511022     2692830 
   19511023     2114480 
   19511024     1668350 
   19511025     1361990 
   19511026     1707675 
   19511027     1137370 
   19511029     1780820 
   19511030     1531367 
   19511031     1494750 
   19511101     1426090 
   19511102     1228090 
   19511103      680580 
   19511105     1125560 
   19511107     1492930 
   19511108     1408520 
   19511109     1471010 
   19511110      542510 
   19511113     1164070 
   19511114     1217900 
   19511115     1202860 
   19511116     1137600 
   19511117      399140 
   19511119     1029010 
   19511120     1125082 
   19511121     1092835 
   19511123     1208477 
   19511124      486230 
   19511126     1176340 
   19511127     1307310 
   19511128     1154330 
   19511129     1073705 
   19511130     1526700 
   19511201      504333 
   19511203     1221580 
   19511204     1282345 
   19511205     1331931 
   19511206     1835408 
   19511207     1990302 
   19511210     1342480 
   19511211     1363810 
   19511212     1280530 
   19511213     1382800 
   19511214     1355775 
   19511215      418490 
   19511217     1218638 
   19511218      582766 
   19511218     1292982 
   19511219     1505180 
   19511220     1340530 
   19511221     1253110 
   19511222      450530 
   19511224      680110 
   19511226     1516415 
   19511227     1455990 
   19511228     1472560 
   19511229      564030 
   19511231     1440229 
   19520102     1069500 
   19520103     1222457 
   19520104     1475560 
   19520105      491940 
   19520107     1537760 
   19520108     1390510 
   19520109     1367160 
   19520110     1521480 
   19520111     1760910 
   19520112      753190 
   19520114     1513150 
   19520115     1340200 
   19520116     1425270 
   19520117     1589550 
   19520118     1736600 
   19520119      734070 
   19520121     1732650 
   19520122     1918560 
   19520123     1675500 
   19520124     1565540 
   19520125     1648083 
   19520126      661920 
   19520128     1592840 
   19520129     1725580 
   19520130     1877663 
   19520131     1813430 
   19520201     1354480 
   19520202      611480 
   19520204     1641463 
   19520205     1585180 
   19520206     1306170 
   19520207     1167440 
   19520208     1350440 
   19520209      480040 
   19520211     1137608 
   19520213     1303685 
   19520214     1341583 
   19520215     1196186 
   19520216      390600 
   19520218     1138010 
   19520219     1630990 
   19520220     1968300 
   19520221     1363930 
   19520223      532410 
   19520225     1202300 
   19520226     1082630 
   19520227     1261940 
   19520228     1146560 
   19520229     1001840 
   19520301      462980 
   19520303     1024520 
   19520304     1571155 
   19520305     1381120 
   19520306     1207530 
   19520307     1405100 
   19520308      673930 
   19520310     1167090 
   19520311     1207960 
   19520312     1315560 
   19520313     1272270 
   19520314     1345370 
   19520315      638630 
   19520317     1152480 
   19520318     1167350 
   19520319     1093610 
   19520320     1239890 
   19520321     1289263 
   19520322      413200 
   19520324     1043420 
   19520325     1061910 
   19520326     1034620 
   19520327     1374595 
   19520328     1555430 
   19520329      737110 
   19520331     1676800 
   19520401     1721730 
   19520402     1261440 
   19520403     1276036 
   19520404     1190950 
   19520405      426050 
   19520407     1231130 
   19520408     1092140 
   19520409      984450 
   19520410     1133390 
   19520412      497660 
   19520414     1787550 
   19520415     1724015 
   19520416     1395590 
   19520417     1615520 
   19520418     1236705 
   19520419      342840 
   19520421     1107010 
   19520422     1244494 
   19520423     1085850 
   19520424     1581010 
   19520425     1235060 
   19520426      546580 
   19520428      984310 
   19520429     1167300 
   19520430     1094120 
   19520501     1395766 
   19520502     1299080 
   19520503      384920 
   19520505      855850 
   19520506     1120060 
   19520507     1120350 
   19520508     1299480 
   19520509      962660 
   19520510      309460 
   19520512      797420 
   19520513      893340 
   19520514      950290 
   19520515     1045330 
   19520516      907885 
   19520517      268550 
   19520519      780080 
   19520520     1145620 
   19520521     1209010 
   19520522     1361647 
   19520523     1153160 
   19520524      297375 
   19520526      935955 
   19520527     1036644 
   19520528     1130840 
   19520529      995010 
   19520602     1190490 
   19520603      941430 
   19520604     1196430 
   19520605     1417900 
   19520606     1520168 
   19520609     1272290 
   19520610     1216340 
   19520611     1186730 
   19520612     1366540 
   19520613     1134780 
   19520616      977960 
   19520617      916850 
   19520618     1270130 
   19520619     1320030 
   19520620     1186530 
   19520623     1198610 
   19520624     1203130 
   19520625     1226390 
   19520626     1187350 
   19520627     1209280 
   19520630     1376280 
   19520701     1453880 
   19520702     1319920 
   19520703     1153150 
   19520707     1080230 
   19520708      854870 
   19520709     1119830 
   19520710     1007200 
   19520711     1037280 
   19520714     1090200 
   19520715     1219995 
   19520716     1120040 
   19520717     1012140 
   19520718     1025570 
   19520721      782950 
   19520722      910480 
   19520723     1023896 
   19520724     1270880 
   19520725     1131730 
   19520728     1032519 
   19520729     1014264 
   19520730     1229330 
   19520731     1225070 
   19520801     1050900 
   19520804      954265 
   19520805     1054280 
   19520806     1135150 
   19520807     1187610 
   19520808     1174710 
   19520811     1163389 
   19520812     1108770 
   19520813      979250 
   19520814      927220 
   19520815      889010 
   19520818     1088530 
   19520819      984560 
   19520820      963711 
   19520821      795600 
   19520822      914900 
   19520825      838120 
   19520826      888440 
   19520827      930458 
   19520828      985655 
   19520829      890450 
   19520902      971100 
   19520903     1203160 
   19520904     1117050 
   19520905     1045430 
   19520908     1173450 
   19520909     1316560 
   19520910     1592670 
   19520911      971600 
   19520912     1045060 
   19520915     1095900 
   19520916     1144910 
   19520917     1004910 
   19520918     1030570 
   19520919     1149250 
   19520922     1163560 
   19520923     1238200 
   19520924     1388570 
   19520925     1209468 
   19520926     1183010 
   19520929      972570 
   19520930     1118230 
   19521001     1061290 
   19521002     1045160 
   19521003      980960 
   19521006     1067660 
   19521007      947940 
   19521008     1264890 
   19521009     1087860 
   19521010     1069300 
   19521014     1133460 
   19521015     1731530 
   19521016     1728560 
   19521017     1362215 
   19521020     1049740 
   19521021      989210 
   19521022     1162120 
   19521023     1262320 
   19521024     1057230 
   19521027     1003210 
   19521028     1086940 
   19521029     1033300 
   19521030     1092500 
   19521031     1763780 
   19521103     1667890 
   19521105     2027070 
   19521106     1392690 
   19521107     1544420 
   19521110     1361730 
   19521112     1491970 
   19521113     1335190 
   19521114     1704521 
   19521117     1493485 
   19521118     2252905 
   19521119     2351760 
   19521120     1739115 
   19521121     1764580 
   19521124     2096100 
   19521125     1930620 
   19521126     1922630 
   19521128     2162600 
   19521201     2103325 
   19521202     1603460 
   19521203     1614905 
   19521204     1572115 
   19521205     1506380 
   19521208     1796440 
   19521209     2123000 
   19521210     1882580 
   19521211     1791225 
   19521212     2031480 
   19521215     1945410 
   19521216     1985250 
   19521217     1697680 
   19521218     1864470 
   19521219     2046725 
   19521222     2096250 
   19521223     2100230 
   19521224     1505020 
   19521226     1294770 
   19521229     1836060 
   19521230     2071050 
   19521231     2047772 
   19530102     1445320 
   19530105     2135184 
   19530106     2084120 
   19530107     1762490 
   19530108     1783335 
   19530109     2079620 
   19530112     1503600 
   19530113     1684040 
   19530114     1366880 
   19530115     1453580 
   19530116     1715045 
   19530119     1357620 
   19530120     1488151 
   19530121     1300320 
   19530122     1383130 
   19530123     1336900 
   19530126     1418190 
   19530127     1548940 
   19530128     1641050 
   19530129     1834729 
   19530130     1764658 
   19530202     1890840 
   19530203     1564610 
   19530204     1663640 
   19530205     1902560 
   19530206     1870900 
   19530209     1779710 
   19530210     1346450 
   19530211     1238290 
   19530213     1353650 
   19530216     1329900 
   19530217     1291730 
   19530218     1216960 
   19530219     1388410 
   19530220     1403130 
   19530224     2302430 
   19530225     2372250 
   19530226     2292390 
   19530227     2001410 
   19530302     1762810 
   19530303     1851560 
   19530304     2007450 
   19530305     1539620 
   19530306     1682710 
   19530309     1598600 
   19530310     1524440 
   19530311     1890080 
   19530312     1776310 
   19530313     1747690 
   19530316     1766820 
   19530317     2113320 
   19530318     2105120 
   19530319     1835110 
   19530320     1732075 
   19530323     1754030 
   19530324     1973410 
   19530325     2311620 
   19530326     1996330 
   19530327     1641702 
   19530330     2742340 
   19530331     3119110 
